SSID,BSSID,Encryption,latitude,longitude,Channel,Frequency,Last Update
ATTzZxxumS,06:b8:1f:4d:95:e3,wpa2,31.88412648,-102.307262,157,,11/12/24 0:23
,60:5f:8d:f0:2a:d1,unknown,31.88412648,-102.307262,6,,11/12/24 0:23
Galindo Family,60:5f:8d:f0:2a:d3,wpa2,31.88412648,-102.307262,6,,11/12/24 0:23
,60:5f:8d:f0:2a:d2,unknown,31.88412648,-102.307262,40,,11/12/24 0:23
Tineco_0229,be:ff:4d:dc:5b:26,open,31.88412648,-102.307262,1,,11/12/24 0:23
ATTzZxxumS,18:b8:1f:4d:95:e0,wpa2,31.88412648,-102.307262,1,,11/12/24 0:23
ATTvhHR3xi,e6:f5:32:fb:ab:43,wpa2,31.88412648,-102.307262,161,,11/12/24 0:23
House,d8:6c:63:e8:05:df,wpa2,31.88412648,-102.307262,149,,11/12/24 0:23
House-5G,5c:8f:e0:02:8a:0e,wpa2,31.88412648,-102.307262,36,,11/12/24 0:23
,60:5f:8d:f0:2a:d5,open,31.88412648,-102.307262,6,,11/12/24 0:23
Galindo Family,60:5f:8d:f0:2a:d4,wpa2,31.88412648,-102.307262,40,,11/12/24 0:23
,60:5f:8d:f0:2a:d6,open,31.88412648,-102.307262,40,,11/12/24 0:23
House,d8:6c:63:e8:08:47,wpa2,31.88412648,-102.307262,149,,11/12/24 0:23
,f8:f5:32:fb:ab:43,wpa2,31.88412648,-102.307262,161,,11/12/24 0:23
Tineco_0929,4e:75:25:39:64:66,open,31.88412648,-102.307262,1,,11/12/24 0:23
ARRIS-B791,a8:f5:dd:d2:e0:55,wpa2,31.88415518,-102.3071439,11,,11/12/24 0:23
,5e:ef:68:43:18:09,wpa2,31.88415518,-102.3071439,9,,11/12/24 0:23
google nest,cc:f4:11:05:69:2b,wpa2,31.88415518,-102.3071439,11,,11/12/24 0:23
google nest,f0:72:ea:31:60:aa,wpa2,31.88415518,-102.3071439,1,,11/12/24 0:23
google nest,f0:72:ea:1e:ed:92,wpa2,31.88415518,-102.3071439,1,,11/12/24 0:23
ARRIS-9365,ec:a9:40:f5:1d:0e,wpa2,31.88463778,-102.3071045,11,,11/12/24 0:23
ATTSCOGGINS,52:fd:13:8f:57:be,wpa2,31.88463778,-102.3071045,52,,11/12/24 0:23
google nest,e4:5e:1b:ea:ad:68,wpa2,31.88463778,-102.3071045,6,,11/12/24 0:23
google nest,cc:f4:11:05:69:2b,wpa2,31.88463778,-102.3071045,11,,11/12/24 0:23
tlaa607c,00:25:f0:aa:60:7c,wpa2,31.88463778,-102.3071045,11,,11/12/24 0:23
,5e:ef:68:43:1a:91,wpa2,31.88463778,-102.3071045,3,,11/12/24 0:23
Crosby,4c:01:43:a3:42:18,wpa2,31.88463778,-102.3071045,36,,11/12/24 0:23
Kenn5LR,58:ef:68:43:18:09,wpa2,31.88463778,-102.3071045,9,,11/12/24 0:23
Crosby_EXT,72:a7:31:06:cc:50,wpa2,31.88463778,-102.3071045,36,,11/12/24 0:23
Crosby,4c:01:43:a3:42:16,wpa2,31.88463778,-102.3071045,6,,11/12/24 0:23
porter2,ec:c3:02:62:c3:f4,wpa2,31.88463778,-102.3071045,1,,11/12/24 0:23
Kenn5LR,58:ef:68:43:1a:91,wpa2,31.88463778,-102.3071045,3,,11/12/24 0:23
Crosby,18:90:88:2c:16:a3,wpa2,31.88463778,-102.3071045,6,,11/12/24 0:23
Crosby,18:90:88:2c:16:a4,wpa2,31.88463778,-102.3071045,36,,11/12/24 0:23
google nest,cc:f4:11:05:69:27,wpa2,31.88463778,-102.3071045,149,,11/12/24 0:23
google nest,f0:72:ea:1e:ed:92,wpa2,31.88518266,-102.3072665,1,,11/12/24 0:23
Guest,4c:01:43:1f:02:fa,wpa2,31.88549114,-102.3073592,48,,11/12/24 0:24
Kenn5LR,58:ef:68:43:18:0a,wpa2,31.88549114,-102.3073592,36,,11/12/24 0:24
All-Saints,48:41:7b:35:b8:9c,wpa2,31.88549114,-102.3073592,100,,11/12/24 0:24
,c6:fb:e4:44:43:33,wpa2,31.88549114,-102.3073592,11,,11/12/24 0:24
,a2:41:fc:e9:e0:36,wpa2,31.88549114,-102.3073592,157,,11/12/24 0:24
FBI,4c:01:43:1f:02:f4,wpa2,31.88549114,-102.3073592,48,,11/12/24 0:24
,4c:01:43:1f:02:f2,unknown,31.88549114,-102.3073592,48,,11/12/24 0:24
Gary Sharon Home,f8:bb:bf:3e:12:26,wpa2,31.88549114,-102.3073592,6,,11/12/24 0:24
,4c:01:43:1f:02:f6,open,31.88549114,-102.3073592,48,,11/12/24 0:24
All-Saints,48:41:7b:35:b8:98,wpa2,31.88549114,-102.3073592,36,,11/12/24 0:24
porter2,ec:c3:02:62:c3:f4,wpa2,31.88549114,-102.3073592,1,,11/12/24 0:24
,48:41:7b:35:b8:9f,wpa2,31.88549114,-102.3073592,100,,11/12/24 0:24
Guest,4c:01:43:1f:02:fa,wpa2,31.88584405,-102.3063564,48,,11/12/24 0:24
Kenn5LR,58:ef:68:43:18:0a,wpa2,31.88584405,-102.3063564,36,,11/12/24 0:24
All-Saints,48:41:7b:35:b8:9c,wpa2,31.88584405,-102.3063564,100,,11/12/24 0:24
,c6:fb:e4:44:43:33,wpa2,31.88584405,-102.3063564,11,,11/12/24 0:24
,a2:41:fc:e9:e0:36,wpa2,31.88584405,-102.3063564,157,,11/12/24 0:24
FBI,4c:01:43:1f:02:f4,wpa2,31.88584405,-102.3063564,48,,11/12/24 0:24
,4c:01:43:1f:02:f2,unknown,31.88584405,-102.3063564,48,,11/12/24 0:24
Gary Sharon Home,f8:bb:bf:3e:12:26,wpa2,31.88584405,-102.3063564,6,,11/12/24 0:24
,4c:01:43:1f:02:f6,open,31.88584405,-102.3063564,48,,11/12/24 0:24
All-Saints,48:41:7b:35:b8:98,wpa2,31.88584405,-102.3063564,36,,11/12/24 0:24
porter2,ec:c3:02:62:c3:f4,wpa2,31.88584405,-102.3063564,1,,11/12/24 0:24
,48:41:7b:35:b8:9f,wpa2,31.88584405,-102.3063564,100,,11/12/24 0:24
IRONHOME,7e:45:58:25:7c:7d,wpa2,31.88600009,-102.3058224,153,,11/12/24 0:24
,8a:45:58:25:96:30,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
IRONGUEST,82:45:58:25:7c:7d,wpa2,31.88600009,-102.3058224,153,,11/12/24 0:24
IRONGUEST,82:45:58:24:96:30,wpa2,31.88600009,-102.3058224,11,,11/12/24 0:24
,86:45:58:25:96:30,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
ATTUkeNtJA,b4:63:6f:c6:bc:e8,wpa2,31.88600009,-102.3058224,36,,11/12/24 0:24
TeslaPW_TYMYMY,92:03:71:45:4e:86,wpa2,31.88600009,-102.3058224,11,,11/12/24 0:24
Yukiko_5G,c8:9e:43:b9:17:aa,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
,f6:e2:c6:c6:18:51,wpa2,31.88600009,-102.3058224,161,,11/12/24 0:24
,f6:e2:c6:b6:18:51,wpa2,31.88600009,-102.3058224,161,,11/12/24 0:24
IRONGUEST,f6:e2:c6:a6:18:51,wpa2,31.88600009,-102.3058224,161,,11/12/24 0:24
ARRIS-F785-5G,48:4e:fc:bb:da:d4,wpa2,31.88600009,-102.3058224,48,,11/12/24 0:24
IRONHOME,f6:e2:c6:96:18:51,wpa2,31.88600009,-102.3058224,161,,11/12/24 0:24
IRONGUEST,72:d7:9a:3a:c9:ad,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
IronIOT,f6:e2:c6:36:18:51,wpa2,31.88600009,-102.3058224,6,,11/12/24 0:24
Yukiko,04:42:1a:52:14:c0,wpa2,31.88600009,-102.3058224,9,,11/12/24 0:24
IRONHOME,68:d7:9a:3a:c9:ae,wpa2,31.88600009,-102.3058224,11,,11/12/24 0:24
Yukiko_5G,04:42:1a:52:14:c4,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
,aa:16:9d:f5:4f:ae,wpa2,31.88600009,-102.3058224,132,,11/12/24 0:24
ATT98dRs7m,b4:63:6f:d1:b3:48,wpa2,31.88600009,-102.3058224,52,,11/12/24 0:24
ATT98dRs7m,b4:63:6f:d1:b3:44,wpa2,31.88600009,-102.3058224,1,,11/12/24 0:24
IRONGUEST,82:45:58:25:96:30,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
IRONHOME,78:45:58:24:96:30,wpa2,31.88600009,-102.3058224,11,,11/12/24 0:24
IRONHOME,6e:d7:9a:3a:c9:ad,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
MotoVAP_M91335SA16HR,58:56:e8:48:72:3f,wpa2,31.88600009,-102.3058224,48,,11/12/24 0:24
,b4:63:6f:d1:b3:4f,wpa2,31.88600009,-102.3058224,153,,11/12/24 0:24
IRONHOME,f4:e2:c6:46:18:51,wpa2,31.88600009,-102.3058224,6,,11/12/24 0:24
IRONHOME,7e:45:58:25:96:30,wpa2,31.88600009,-102.3058224,40,,11/12/24 0:24
ATT98dRs7m,b4:63:6f:d1:b3:4c,wpa2,31.88600009,-102.3058224,153,,11/12/24 0:24
IRONGUEST,82:45:58:24:7c:7d,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
Yukiko_Ext,c0:56:27:98:c1:6a,wpa2,31.8860565,-102.3056938,9,,11/12/24 0:24
Yukiko,04:42:1a:52:14:c0,wpa2,31.8860565,-102.3056938,9,,11/12/24 0:24
,76:d7:9a:3a:c9:ad,wpa2,31.8860565,-102.3056938,40,,11/12/24 0:24
Yukiko_5G_Ext,c0:56:27:98:c1:6c,wpa2,31.8860565,-102.3056938,40,,11/12/24 0:24
,be:d7:d4:60:84:c1,wpa2,31.8860565,-102.3056938,9,,11/12/24 0:24
Leatherwood,f8:1d:0f:6a:e1:18,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
MOTOCC40,ca:c7:50:eb:42:37,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
DIRECT-AE-HP DeskJet 2700 series,d0:ad:08:45:cb:af,wpa2,31.8860565,-102.3056938,10,,11/12/24 0:24
livingroom 2.4,7e:45:58:24:7c:7d,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
tl06c674,00:25:f0:06:c6:74,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
IRONHOME,6e:d7:9a:3a:c9:ad,wpa2,31.8860565,-102.3056938,40,,11/12/24 0:24
IronIOT,86:45:58:24:7c:7d,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
IRONHOME,78:45:58:24:7c:7d,wpa2,31.8860565,-102.3056938,1,,11/12/24 0:24
IRONGUEST,72:d7:9a:3a:c9:ad,wpa2,31.8860565,-102.3056938,40,,11/12/24 0:24
Yukiko_5G_Ext,c0:56:27:98:c1:6c,wpa2,31.88618339,-102.3054828,40,,11/12/24 0:24
,d2:3e:07:81:6f:08,wpa2,31.88618339,-102.3054828,6,,11/12/24 0:24
Yukiko_5G,04:42:1a:52:14:c4,wpa2,31.88618339,-102.3054828,40,,11/12/24 0:24
ARRIS-9ED2,de:36:0c:65:75:d0,wpa2,31.88618339,-102.3054828,149,,11/12/24 0:24
Yukiko_5G,c8:9e:43:b9:17:ac,wpa2,31.88618339,-102.3054828,3,,11/12/24 0:24
CODA-6F00,bc:3e:07:81:6f:08,wpa2,31.88618339,-102.3054828,6,,11/12/24 0:24
Maybet,dc:36:0c:5b:c7:48,wpa2,31.88618339,-102.3054828,1,,11/12/24 0:24
Yukiko_5G,c8:9e:43:b9:17:aa,wpa2,31.88618339,-102.3054828,40,,11/12/24 0:24
ATTvMaxzcx,bc:9a:8e:0e:18:f8,wpa2,31.88618339,-102.3054828,52,,11/12/24 0:24
ARRIS-9ED2,dc:36:0c:65:75:d8,wpa2,31.88618339,-102.3054828,1,,11/12/24 0:24
,de:36:0c:5b:c7:48,wpa2,31.88618339,-102.3054828,1,,11/12/24 0:24
Yukiko_Ext,c0:56:27:98:c1:6a,wpa2,31.88626606,-102.305366,9,,11/12/24 0:24
CODA-6F00-5G,be:3e:07:81:6f:00,wpa2,31.88626606,-102.305366,36,,11/12/24 0:24
,04:17:b6:11:6a:1e,wpa2,31.88626606,-102.305366,4,,11/12/24 0:24
,8e:49:62:d7:50:00,wpa2,31.88626606,-102.305366,6,,11/12/24 0:24
DIRECT-00-HP DeskJet 2700 series,a8:b1:3b:bf:3f:01,wpa2,31.88667693,-102.3055914,36,,11/12/24 0:24
,aa:16:9d:f5:4f:ae,wpa2,31.88702345,-102.3059432,132,,11/12/24 0:24
ARRIS-F785-5G,48:4e:fc:bb:da:d4,wpa2,31.88702345,-102.3059432,48,,11/12/24 0:24
Yukiko,04:42:1a:52:14:c0,wpa2,31.88707722,-102.3059208,9,,11/12/24 0:25
DIRECT-AE-HP DeskJet 2700 series,d0:ad:08:45:cb:af,wpa2,31.88707722,-102.3059208,10,,11/12/24 0:25
Yukiko_5G_Ext,c0:56:27:98:c1:6c,wpa2,31.88718961,-102.3057939,40,,11/12/24 0:25
Yukiko_5G,04:42:1a:52:14:c4,wpa2,31.88718961,-102.3057939,40,,11/12/24 0:25
ARRIS-9ED2,de:36:0c:65:75:d0,wpa2,31.88718961,-102.3057939,149,,11/12/24 0:25
Yukiko_5G,c8:9e:43:b9:17:ac,wpa2,31.88718961,-102.3057939,3,,11/12/24 0:25
Yukiko_5G,c8:9e:43:b9:17:aa,wpa2,31.88718961,-102.3057939,40,,11/12/24 0:25
,de:36:0c:5b:c7:48,wpa2,31.88718961,-102.3057939,1,,11/12/24 0:25
Yukiko_Ext,c0:56:27:98:c1:6a,wpa2,31.88728873,-102.305671,9,,11/12/24 0:25
CODA-6F00-5G,be:3e:07:81:6f:00,wpa2,31.88728873,-102.305671,36,,11/12/24 0:25
,04:17:b6:11:6a:1e,wpa2,31.88728873,-102.305671,4,,11/12/24 0:25
,8e:49:62:d7:50:00,wpa2,31.88728873,-102.305671,6,,11/12/24 0:25
,aa:16:9d:f5:4f:ae,wpa2,31.88793479,-102.304927,132,,11/12/24 0:25
ARRIS-F785-5G,48:4e:fc:bb:da:d4,wpa2,31.88793479,-102.304927,48,,11/12/24 0:25
Yukiko,04:42:1a:52:14:c0,wpa2,31.88795426,-102.3048909,9,,11/12/24 0:25
DIRECT-AE-HP DeskJet 2700 series,d0:ad:08:45:cb:af,wpa2,31.88795426,-102.3048909,10,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:cc,wpa2,31.88796837,-102.304861,161,,11/12/24 0:25
NETGEAR28-5G,c8:9e:43:be:4a:48,wpa2,31.88796837,-102.304861,44,,11/12/24 0:25
NETGEAR28,c8:9e:43:be:4a:49,wpa2,31.88796837,-102.304861,3,,11/12/24 0:25
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.88796837,-102.304861,6,,11/12/24 0:25
HP-Print-9D-Photosmart 5520,28:92:4a:07:13:9d,wpa2,31.88796837,-102.304861,6,,11/12/24 0:25
NETGEAR17-5G,14:59:c0:fc:b0:2c,wpa2,31.88796837,-102.304861,153,,11/12/24 0:25
ATT9g8mGm4,a0:2d:13:75:4f:e2,wpa2,31.88796837,-102.304861,11,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:c4,wpa2,31.88796837,-102.304861,9,,11/12/24 0:25
,b4:63:6f:df:5e:8f,wpa2,31.88796837,-102.304861,153,,11/12/24 0:25
NETGEAR17,14:59:c0:fc:b0:2b,wpa2,31.88796837,-102.304861,1,,11/12/24 0:25
ATTrZcVBdS,b4:63:6f:df:5e:8c,wpa2,31.88796837,-102.304861,153,,11/12/24 0:25
ATTY34m57i,b4:63:6f:d5:91:c8,wpa2,31.88796837,-102.304861,48,,11/12/24 0:25
TMOBILE-9CB1,44:05:3f:b1:9c:b7,wpa2,31.88796837,-102.304861,120,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:c8,wpa2,31.88796837,-102.304861,48,,11/12/24 0:25
NETGEAR42-5G_EXT,94:18:65:5c:43:53,wpa2,31.88796837,-102.304861,153,,11/12/24 0:25
,b4:63:6f:d5:91:cc,wpa2,31.88796837,-102.304861,100,,11/12/24 0:25
NETGEAR42_EXT,94:18:65:5c:43:52,wpa2,31.88796837,-102.304861,11,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:cc,wpa2,31.88824138,-102.3038145,161,,11/12/24 0:25
NETGEAR28-5G,c8:9e:43:be:4a:48,wpa2,31.88824138,-102.3038145,44,,11/12/24 0:25
NETGEAR28,c8:9e:43:be:4a:49,wpa2,31.88824138,-102.3038145,3,,11/12/24 0:25
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.88824138,-102.3038145,6,,11/12/24 0:25
HP-Print-9D-Photosmart 5520,28:92:4a:07:13:9d,wpa2,31.88824138,-102.3038145,6,,11/12/24 0:25
NETGEAR17-5G,14:59:c0:fc:b0:2c,wpa2,31.88824138,-102.3038145,153,,11/12/24 0:25
ATT9g8mGm4,a0:2d:13:75:4f:e2,wpa2,31.88824138,-102.3038145,11,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:c4,wpa2,31.88824138,-102.3038145,9,,11/12/24 0:25
,b4:63:6f:df:5e:8f,wpa2,31.88824138,-102.3038145,153,,11/12/24 0:25
NETGEAR17,14:59:c0:fc:b0:2b,wpa2,31.88824138,-102.3038145,1,,11/12/24 0:25
ATTrZcVBdS,b4:63:6f:df:5e:8c,wpa2,31.88824138,-102.3038145,153,,11/12/24 0:25
ATTY34m57i,b4:63:6f:d5:91:c8,wpa2,31.88824138,-102.3038145,48,,11/12/24 0:25
TMOBILE-9CB1,44:05:3f:b1:9c:b7,wpa2,31.88824138,-102.3038145,120,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:c8,wpa2,31.88824138,-102.3038145,48,,11/12/24 0:25
NETGEAR42-5G_EXT,94:18:65:5c:43:53,wpa2,31.88824138,-102.3038145,153,,11/12/24 0:25
,b4:63:6f:d5:91:cc,wpa2,31.88824138,-102.3038145,100,,11/12/24 0:25
NETGEAR42_EXT,94:18:65:5c:43:52,wpa2,31.88824138,-102.3038145,11,,11/12/24 0:25
2WIRE308,ac:8f:a9:d2:f1:cc,wpa2,31.88850623,-102.3027944,161,,11/12/24 0:26
NETGEAR28-5G,c8:9e:43:be:4a:48,wpa2,31.88850623,-102.3027944,44,,11/12/24 0:26
NETGEAR28,c8:9e:43:be:4a:49,wpa2,31.88850623,-102.3027944,3,,11/12/24 0:26
ATTY34m57i,b4:63:6f:d5:91:c4,wpa2,31.88850623,-102.3027944,6,,11/12/24 0:26
HP-Print-9D-Photosmart 5520,28:92:4a:07:13:9d,wpa2,31.88850623,-102.3027944,6,,11/12/24 0:26
NETGEAR17-5G,14:59:c0:fc:b0:2c,wpa2,31.88850623,-102.3027944,153,,11/12/24 0:26
ATT9g8mGm4,a0:2d:13:75:4f:e2,wpa2,31.88850623,-102.3027944,11,,11/12/24 0:26
2WIRE308,ac:8f:a9:d2:f1:c4,wpa2,31.88850623,-102.3027944,9,,11/12/24 0:26
,b4:63:6f:df:5e:8f,wpa2,31.88850623,-102.3027944,153,,11/12/24 0:26
NETGEAR17,14:59:c0:fc:b0:2b,wpa2,31.88850623,-102.3027944,1,,11/12/24 0:26
ATTrZcVBdS,b4:63:6f:df:5e:8c,wpa2,31.88850623,-102.3027944,153,,11/12/24 0:26
ATTY34m57i,b4:63:6f:d5:91:c8,wpa2,31.88850623,-102.3027944,48,,11/12/24 0:26
TMOBILE-9CB1,44:05:3f:b1:9c:b7,wpa2,31.88850623,-102.3027944,120,,11/12/24 0:26
2WIRE308,ac:8f:a9:d2:f1:c8,wpa2,31.88850623,-102.3027944,48,,11/12/24 0:26
NETGEAR42-5G_EXT,94:18:65:5c:43:53,wpa2,31.88850623,-102.3027944,153,,11/12/24 0:26
,b4:63:6f:d5:91:cc,wpa2,31.88850623,-102.3027944,100,,11/12/24 0:26
NETGEAR42_EXT,94:18:65:5c:43:52,wpa2,31.88850623,-102.3027944,11,,11/12/24 0:26
DIRECT-E5-HP DeskJet 2800 series,28:c5:c8:e2:49:e6,wpa2,31.88859386,-102.3023715,11,,11/12/24 0:26
ATT58Ny87Q,10:c4:ca:e0:bb:d4,wpa2,31.88871383,-102.3018766,1,,11/12/24 0:26
ATT98FNnQs,10:c4:ca:93:bd:28,wpa2,31.88871383,-102.3018766,40,,11/12/24 0:26
DIRECT-fZ-EPSON-XP-6100 Series,3a:9d:92:c1:9d:3d,wpa2,31.88871383,-102.3018766,11,,11/12/24 0:26
FlyForAW1f1,d0:fc:d0:f4:7d:98,wpa2,31.88871383,-102.3018766,64,,11/12/24 0:26
Coppedge,fc:3f:a6:98:10:a7,wpa2,31.88871383,-102.3018766,149,,11/12/24 0:26
Coppedge,fc:3f:a6:98:10:a6,wpa2,31.88871383,-102.3018766,6,,11/12/24 0:26
,fc:3f:a6:98:10:a9,open,31.88871383,-102.3018766,6,,11/12/24 0:26
Google,f0:72:ea:0f:42:55,wpa2,31.88871383,-102.3018766,149,,11/12/24 0:26
Cal's wifi,90:d0:92:cf:ae:d4,wpa2,31.88871383,-102.3018766,10,,11/12/24 0:26
,0e:f4:d8:d3:70:f5,wpa2,31.88871383,-102.3018766,149,,11/12/24 0:26
FlyForAW1f1,d0:fc:d0:f4:7d:9c,wpa2,31.88871383,-102.3018766,157,,11/12/24 0:26
,20:6a:94:07:fb:c0,wpa2,31.88871383,-102.3018766,161,,11/12/24 0:26
,22:6a:94:07:fb:b8,wpa2,31.88871383,-102.3018766,6,,11/12/24 0:26
SBG8300-643D-5G,b0:5d:d4:f8:13:00,wpa2,31.88871383,-102.3018766,48,,11/12/24 0:26
ATTxrG5zWa,48:41:7b:3d:d1:24,wpa2,31.88871383,-102.3018766,1,,11/12/24 0:26
,fc:3f:a6:98:10:a3,unknown,31.88871383,-102.3018766,6,,11/12/24 0:26
Brownlee Modem,20:6a:94:07:fb:b8,wpa2,31.88871383,-102.3018766,6,,11/12/24 0:26
Brownlee Modem,22:6a:94:07:fb:b0,wpa2,31.88871383,-102.3018766,161,,11/12/24 0:26
SBG8300Guest-643D-5G,b2:5d:d4:f8:13:20,wpa2,31.88871383,-102.3018766,48,,11/12/24 0:26
Cal's wifi,90:d0:92:cf:ae:dc,wpa2,31.88871383,-102.3018766,161,,11/12/24 0:26
,90:d0:92:cf:ae:df,wpa2,31.88871383,-102.3018766,161,,11/12/24 0:26
NETGEAR06-5G-1,10:0c:6b:62:42:7b,wpa2,31.88871383,-102.3018766,44,,11/12/24 0:26
ATT98FNnQs,10:c4:ca:93:bd:24,wpa2,31.8887347,-102.3018155,6,,11/12/24 0:26
,d6:e2:2f:50:80:7a,wpa2,31.8887347,-102.3018155,48,,11/12/24 0:26
Google,28:bd:89:c1:1c:91,wpa2,31.8887347,-102.3018155,1,,11/12/24 0:26
Google,f0:72:ea:13:3e:a5,wpa2,31.8887347,-102.3018155,149,,11/12/24 0:26
,f2:72:ea:13:3e:a4,unknown,31.8887347,-102.3018155,149,,11/12/24 0:26
,3c:5c:f1:94:da:a1,unknown,31.8887347,-102.3018155,153,,11/12/24 0:26
DynamisCustoms,28:74:f5:4e:51:f4,wpa2,31.8887347,-102.3018155,8,,11/12/24 0:26
Dynamis,3c:5c:f1:94:da:a3,wpa2,31.8887347,-102.3018155,153,,11/12/24 0:26
ARRIS-A7B1-5G,48:4e:fc:dd:4d:34,wpa2,31.8887347,-102.3018155,40,,11/12/24 0:26
,3c:5c:f1:94:da:a5,open,31.8887347,-102.3018155,153,,11/12/24 0:26
,d0:fc:d0:f4:7d:9f,wpa2,31.8887347,-102.3018155,157,,11/12/24 0:26
NETGEAR06,10:0c:6b:62:42:7c,wpa2,31.8887347,-102.3018155,1,,11/12/24 0:26
ATT7xHfdir,10:c4:ca:6c:b0:a4,wpa2,31.8887347,-102.3018155,1,,11/12/24 0:26
NETGEAR06-5G-2,10:0c:6b:62:42:7d,wpa2,31.8887347,-102.3018155,153,,11/12/24 0:26
Evans,e8:d3:eb:08:94:a6,wpa2,31.8887347,-102.3018155,6,,11/12/24 0:26
,e8:d3:eb:08:94:a3,unknown,31.8887347,-102.3018155,6,,11/12/24 0:26
,e8:d3:eb:08:94:a9,open,31.8887347,-102.3018155,6,,11/12/24 0:26
Google,f0:72:ea:13:3e:a2,wpa2,31.88876444,-102.3017812,1,,11/12/24 0:26
,3c:5c:f1:94:da:a6,open,31.88876444,-102.3017812,6,,11/12/24 0:26
,20:6a:94:07:fb:c0,wpa2,31.88876444,-102.3017812,161,,11/12/24 0:26
SBG8300-643D-5G,b0:5d:d4:f8:13:00,wpa2,31.88876444,-102.3017812,48,,11/12/24 0:26
Dynamis,3c:5c:f1:92:44:c4,wpa2,31.88876444,-102.3017812,6,,11/12/24 0:26
,3c:5c:f1:92:44:c2,unknown,31.88876444,-102.3017812,6,,11/12/24 0:26
NETGEAR06-5G-2,10:0c:6b:62:42:7d,wpa2,31.88876444,-102.3017812,153,,11/12/24 0:26
Brownlee Modem,22:6a:94:07:fb:b0,wpa2,31.88876444,-102.3017812,161,,11/12/24 0:26
,3c:5c:f1:92:44:c6,open,31.88876444,-102.3017812,6,,11/12/24 0:26
Google,28:bd:89:c1:1c:8d,wpa2,31.88876444,-102.3017812,149,,11/12/24 0:26
FlyForAW1f1,d0:fc:d0:f4:7d:94,wpa2,31.88876444,-102.3017812,11,,11/12/24 0:26
Google,f0:72:ea:0f:42:52,wpa2,31.88876444,-102.3017812,1,,11/12/24 0:26
SBG8300Guest-643D,b2:5d:d4:f8:12:af,wpa2,31.88876444,-102.3017812,11,,11/12/24 0:26
,3c:5c:f1:94:da:a2,unknown,31.88876444,-102.3017812,6,,11/12/24 0:26
Dynamis,3c:5c:f1:94:da:a4,wpa2,31.88876444,-102.3017812,6,,11/12/24 0:26
SBG8300Guest-643D-5G,b2:5d:d4:f8:13:20,wpa2,31.88876444,-102.3017812,48,,11/12/24 0:26
ATTxrG5zWa,48:41:7b:3d:d1:2c,wpa2,31.88891077,-102.301764,100,,11/12/24 0:26
DynamisCustoms,28:74:f5:4e:51:fc,wpa2,31.88891077,-102.301764,161,,11/12/24 0:26
DIRECT-D1-HP DeskJet 4200 series,5c:60:ba:67:99:d3,wpa2,31.88891077,-102.301764,6,,11/12/24 0:26
,28:74:f5:4e:51:ff,wpa2,31.88891077,-102.301764,161,,11/12/24 0:26
NETGEAR06-5G-1,10:0c:6b:62:42:7b,wpa2,31.88891077,-102.301764,44,,11/12/24 0:26
FlyForAW1f1,d0:fc:d0:f4:7d:94,wpa2,31.88891077,-102.301764,11,,11/12/24 0:26
,e8:d3:eb:08:94:aa,open,31.88891077,-102.301764,100,,11/12/24 0:26
Google,f0:72:ea:0f:42:55,wpa2,31.88891077,-102.301764,149,,11/12/24 0:26
Brownlee Modem,20:6a:94:07:fb:b8,wpa2,31.88891077,-102.301764,6,,11/12/24 0:26
DynamisCustoms,28:74:f5:4e:51:f8,wpa2,31.88891077,-102.301764,48,,11/12/24 0:26
,e8:d3:eb:08:94:a4,unknown,31.88891077,-102.301764,100,,11/12/24 0:26
,48:41:7b:3d:d1:2f,wpa2,31.88891077,-102.301764,100,,11/12/24 0:26
DIRECT-fZ-EPSON-XP-6100 Series,3a:9d:92:c1:9d:3d,wpa2,31.88972053,-102.3019581,11,,11/12/24 0:26
FlyForAW1f1,d0:fc:d0:f4:7d:98,wpa2,31.88972053,-102.3019581,64,,11/12/24 0:26
FlyForAW1f1,d0:fc:d0:f4:7d:9c,wpa2,31.88972053,-102.3019581,157,,11/12/24 0:26
ATTxrG5zWa,48:41:7b:3d:d1:24,wpa2,31.88972053,-102.3019581,1,,11/12/24 0:26
